Id_Siniestro,Nro_Victimas,Fecha,Franja_Hora,Tipo_Calle,Comuna,Longitud,Latitud,Victima,Acusado,Rol,Sexo,Edad
2021-0065,1,2021-08-06,8,Avenida,6,-58.42675754,-34.62699730,Peaton,Pasajeros,Peaton,Femenino,63
2021-0066,1,2021-08-06,20,Avenida,11,-58.52933723,-34.61098186,Peaton,Pasajeros,Peaton,Masculino,59
2021-0067,1,2021-08-08,9,Autopista,1,-58.37910943,-34.62764718,Moto,Objeto Fijo,Conductor,Masculino,27
2021-0068,1,2021-08-15,6,Avenida,11,-58.52161176,-34.61164474,Moto,Objeto Fijo,Conductor,Masculino,39
2021-0069,1,2021-08-20,17,Avenida,14,-58.41354692,-34.58697680,Peaton,Auto,Peaton,Masculino,17
2021-0070,1,2021-08-28,8,Avenida,8,-58.43960781,-34.65470804,Moto,Cargas,Conductor,Masculino,31
2021-0071,1,2021-08-31,16,Calle,3,-58.40454610,-34.60003693,Peaton,Moto,Peaton,Masculino,88
2021-0072,1,2021-09-01,19,Avenida,2,-58.39303911,-34.59871111,Peaton,Auto,Peaton,Femenino,57
2021-0073,1,2021-09-18,12,Avenida,2,-58.39391034,-34.58405348,Bicicleta,Auto,Ciclista,Femenino,76
2021-0074,1,2021-09-20,15,Gral Paz,12,-58.50073810,-34.54979510,Moto,Multiple,Conductor,Masculino,55
2021-0075,1,2021-09-21,14,Calle,1,-58.38281301,-34.62786038,Peaton,Cargas,Peaton,Masculino,65
2021-0076,1,2021-10-16,6,Avenida,7,-58.43980799,-34.65094083,Moto,Objeto Fijo,Conductor,Masculino,31
2021-0077,1,2021-10-18,7,Avenida,6,-58.44402387,-34.62933109,Moto,Cargas,Conductor,Femenino,31
2021-0078,1,2021-10-23,6,Avenida,6,-58.42779702,-34.62207347,Moto,Pasajeros,Conductor,Masculino,22
2021-0079,1,2021-10-25,3,Calle,3,-58.40944147,-34.60097942,Peaton,Auto,Peaton,Masculino,
2021-0080,1,2021-10-28,16,Avenida,1,-58.38277479,-34.59430160,Moto,Auto,Conductor,Masculino,32
2021-0081,1,2021-11-02,13,Autopista,4,-58.37627355,-34.63800916,Moto,Cargas,Conductor,Masculino,26
2021-0082,1,2021-11-06,4,Autopista,3,-58.39591856,-34.62453459,Moto,Auto,Conductor,Masculino,38
2021-0083,1,2021-11-09,0,Avenida,13,-58.45829717,-34.56015762,Moto,Auto,Conductor,Masculino,30
2021-0084,1,2021-11-11,3,Avenida,9,-58.49142611,-34.64584795,Auto,Objeto Fijo,Conductor,Masculino,32
2021-0085,1,2021-11-20,18,Gral Paz,12,-58.51271409,-34.57786555,Moto,Objeto Fijo,Conductor,Masculino,49
2021-0086,1,2021-11-25,10,Avenida,6,-58.44864864,-34.62352826,Peaton,Pasajeros,Peaton,Masculino,75
2021-0087,1,2021-11-27,11,Calle,1,-58.37795815,-34.59167894,Peaton,Bicicleta,Peaton,Femenino,73
2021-0088,1,2021-12-01,15,Calle,13,-58.45531707,-34.55555257,Moto,Auto,Conductor,Masculino,45
2021-0089,1,2021-12-02,1,Avenida,11,-58.47633683,-34.62140594,Moto,Auto,Conductor,Masculino,41
2021-0090,1,2021-12-10,11,Avenida,1,-58.38188582,-34.60256036,Peaton,Pasajeros,Peaton,Masculino,73
2021-0091,1,2021-12-11,23,Calle,10,-58.51989389,-34.62284918,Moto,Auto,Conductor,Masculino,24
2021-0092,1,2021-12-12,6,Avenida,3,-58.40596860,-34.61011987,Peaton,Auto,Peaton,Femenino,50
2021-0093,1,2021-12-13,17,Avenida,7,-58.43353773,-34.64561636,Moto,Auto,Pasajero_Acompañante,Femenino,18
2021-0094,1,2021-12-20,1,Autopista,9,-58.46739825,-34.65117757,Moto,Auto,Pasajero_Acompañante,Femenino,43
2021-0095,1,2021-12-30,0,Avenida,11,-58.47293407,-34.61984745,Moto,Cargas,Conductor,Masculino,27
2021-0096,1,2021-12-15,10,Avenida,9,-58.47066794,-34.65021673,Auto,Cargas,Conductor,Masculino,60
2021-0097,1,2021-11-18,6,Calle,1,-58.37976155,-34.58679619,Bicicleta,Auto,Ciclista,Masculino,53
